Titanic Victims
##################################################################################
Data Source: https://www.encyclopedia-titanica.org/
Data Extracted: December 2018, by Michael Graber
==================================================================================
Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
"ABBING, Mr Anthony",41,3rd Class Passenger,5547,Southampton,Blacksmith,
,,,£7 11s,,,
"ABBOTT, Mr Rossmore Edward",16,3rd Class Passenger,CA2673,Southampton,Jeweller,[190]
,,,£20 5s,,,
"ABBOTT, Mr Eugene Joseph",13,3rd Class Passenger,CA2673,Southampton,Scholar,
"LOBB, Mrs Cordelia",34,3rd Class Passenger,3336,Southampton,,[55]
,,,£16 2s,,,
"LOBB, Mr William Arthur",31,3rd Class Passenger,3336,Southampton,Engineer,
,,,£16 2s,,,
"LOCKE, Mr Albert George",33,Victualling Crew,,Southampton,Scullion,
,,Substitute Crew,,,,
"LOCKYER, Mr Edward Thomas",19,3rd Class Passenger,1222,Southampton,Grocers Assistant,[153]
,,,£7 17s 7d,,,
"LONG, Mr Milton Clyde",29,1st Class Passenger,113501,Southampton,,[126]
,,,£30,,,
"LONG, Mr William",36,Engineering Crew,,Southampton,Trimmer,
"LONG, Mr Frank",31,Engineering Crew,,Southampton,Trimmer,
"LONGMUIR, Mr John Dickson",20,Victualling Crew,,Southampton,Assistant Pantry Steward (2nd class),
"LORING, Mr Joseph Holland",30,1st Class Passenger,113801,Southampton,Stockbroker,
,,,£45 10s,,,
"LOUCH, Mr Charles",50,2nd Class Passenger,3085,Southampton,Saddler,[121]
,,,£26,,,
"LOVELL, Mr John",37,Victualling Crew,,Southampton,Grill Cook,
"LOVELL, Mr John Hall",20,3rd Class Passenger,21173,Southampton,Farmer,
,,,£7 5s,,,
"LUNDAHL, Mr Johan Svensson",50,3rd Class Passenger,347743,Southampton,General Labourer,
,,,£7 1s 1d,,,
"LYDIATT, Mr Charles",45,Victualling Crew,,Southampton,Saloon Steward (1st class),
"LYMPEROPOULUS, MrPanagiotis K.",30,3rd Class Passenger,2683,Cherbourg,General Labourer,[196]
,,,£6 8s 9d,,,
"LYNTAKOFF, Mr Stanko",44,3rd Class Passenger,349235,Southampton,General Labourer,
,,,£7 17s 11d,,,
"LYONS, Mr William Henry",25,Deck Crew,,Southampton,Able Seaman,4
"MABEY, Mr John Charles",23,Victualling Crew,,Southampton,3rd Class Steward,
"MACK, Mrs Mary",57,2nd Class Passenger,S.O./C. 3,Southampton,,[52]
,,,£10 10s,,,
"MACKAY, Mr George William",20,3rd Class Passenger,42795,Southampton,Footman,
,,,£7 11s,,,
"MACKIE, Mr William Dickson",32,Engineering Crew,,Belfast,Junior 5th. Engineer,
"MACKIE, Mr George William",34,Victualling Crew,,Southampton,2nd Class Bedroom Steward,
"MÄENPÄÄ, Mr Matti Alexanteri",22,3rd Class Passenger,3101275,Southampton,,
,,,£7 2s 6d,,,
"MAGUIRE, Mr John Edward",30,1st Class Passenger,110469,Southampton,,
,,,£26,,,
"MAHON, Miss Bridget Delia",20,3rd Class Passenger,330924,Queenstown,,
,,,£7 17s 7d,,,
"MAJOR, Mr Thomas Edgar",36,Victualling Crew,,Belfast,Bathroom Steward (1st Class),
"MÄKINEN, Mr Kalle Edvard",29,3rd Class Passenger,3101268,Southampton,General Labourer,
,,,£7 18s 6d,,,
"MALACHARD, Mr Jean-Noël",25,2nd Class Passenger,237735,Cherbourg,,
,,,£15 11d,,,
"MALLET, Mr Albert Denis Pierre",45,2nd Class Passenger,2079,Cherbourg,Merchant,
,,,£37 1d,,,
"MANGAN, Miss Mary",32,3rd Class Passenger,364850,Queenstown,,[61]
,,,£7 15s,,,
"MANGIAVACCHI, MrEmilio Giovanni Andrea Onorato",47,2nd Class Passenger,32861,Cherbourg,Clerk,
,,,£15 11s 7d,,,
"MANTLE, Mr Roland Frederick",40,Victualling Crew,,Southampton,3rd Class Steward,
"MARCH, Mr John Starr",50,Victualling Crew,,Southampton,Postal Clerk / Postman,[225]
,,Postal Clerk,,,,
"MARDIROSIAN, Mr Sarkis",25,3rd Class Passenger,2655,Cherbourg,Farm Labourer,
,,,£7 4s 7d,,,
"MARETT, Mr George John",27,Engineering Crew,,Southampton,Fireman,
"MARINKO, Mr Dmitri",23,3rd Class Passenger,349238,Southampton,,
,,,£7 17s 11d,,,
"MARKOFF, Mr Marin",35,3rd Class Passenger,349213,Southampton,General Labourer,
,,,£7 17s 11d,,,
"MARKS, Mr James",27,Victualling Crew,,Southampton,Assistant Pantryman Steward (1st Class),
"MARKUN, Mr Johann",33,3rd Class Passenger,349257,Cherbourg,General Labourer,
,,,£7 17s 11d,,,
"MARRIOTT, Mr John William",21,Victualling Crew,,Southampton,Assistant Pantryman Steward (1st Class),[2]
"MARSH, Mr Frederick Charles",39,Engineering Crew,,Southampton,Fireman,[268]
"MARVIN, Mr Daniel Warner",18,1st Class Passenger,113773,Southampton,Of Independent Means,
,,,£53 2s,,,
"MASKELL, Mr Leopold Adolphus",25,Engineering Crew,,Southampton,Trimmer,
"MASON, Mr J.",39,Engineering Crew,,Southampton,Leading Fireman,
"MATHERSON, Mr David",33,Deck Crew,,Southampton,Able Seaman,[192]
"MATHIAS, Mr Montague Vincent",29,Deck Crew,,Southampton,Mess Steward,
"MATINOFF, Mr Nicola",30,3rd Class Passenger,349255,Cherbourg,,
,,,£7 17s 11d,,,
"MATTHEWS, Mr William John",23,2nd Class Passenger,28228,Southampton,China Clay Worker,
,,,£13,,,
"MATTMANN, Sig. Adolf",20,Restaurant Staff,,Southampton,Ice Man,
"MAXWELL, Mr John",29,Deck Crew,,Belfast,Carpenter / Joiner,
"MAY, Mr Arthur William",22,Engineering Crew,,Southampton,Fireman,
"MAY, Mr Arthur William",59,Engineering Crew,,Southampton,Fireman Messman,
"MAYBERY, Mr Frank Hubert",36,2nd Class Passenger,239059,Southampton,Property Developer / Real Estate,
,,,£16,,,
"MAYO, Mr William Peter",28,Engineering Crew,,Southampton,Leading Fireman,[177]
"MAYTUM, Mr Alfred",53,Victualling Crew,,Belfast,Chief Butcher,[141]
"MCANDREW, Mr Thomas Patrick",38,Engineering Crew,,Southampton,Fireman,
"MCANDREWS, Mr William",23,Engineering Crew,,Southampton,Fireman,
"MCCAFFRY, Mr Thomas Francis",46,1st Class Passenger,13050,Southampton,Banker,[292]
,,,£75 4s 10d,,,
"MCCARTHY, Mr Frederick James",38,Victualling Crew,,Southampton,Bedroom Steward (1st Class),
"MCCARTHY, Mr Timothy John",54,1st Class Passenger,17463,Southampton,Buyer,[175]
,,,£51 17s 3d,,,
"MCCASTLIN, Mr William",28,Engineering Crew,,Southampton,Fireman,
"MCCAWLEY, Mr Thomas W.",36,Victualling Crew,,Belfast,Gymnasium Steward,
"MCCRAE, Mr Arthur Gordon",32,2nd Class Passenger,237216,Southampton,Engineer,[209]
,,,£13 10s,,,
"MCCRIE, Mr James Matthew",32,2nd Class Passenger,233478,Southampton,Oil Worker,
,,,£13,,,
"MCELROY, Mr Hugh Walter",37,Victualling Crew,,Southampton,Purser,[157]
"MCEVOY, Mr Michael",20,3rd Class Passenger,36568,Queenstown,Farm Labourer,
,,,£15 10s,,,
"MCGARVEY, Mr Edward Joseph",34,Engineering Crew,,Southampton,Fireman,
"MCGAW, Mr Erroll Victor",30,Engineering Crew,,Southampton,Fireman,
"MCGOWAN, MissCatherine",42,3rd Class Passenger,9232,Queenstown,,
,,,£7 15s,,,
"MCGRADY, Mr James",27,Victualling Crew,,Southampton,Saloon Steward,[330]
"MCINERNEY, Mr Thomas",38,Engineering Crew,,Southampton,Greaser,
"MCKANE, Mr Peter Daniel",46,2nd Class Passenger,28403,Southampton,Quarryman,
,,,£26,,,
"MCMAHON, Mr Martin",19,3rd Class Passenger,370372,Queenstown,Farm Labourer,
,,,£7 15s,,,
"MCMICKEN, Mr Benjamin Tucker",21,Victualling Crew,,Belfast,Second Pantry Steward,
"MCMULLIN, Mr John Richard",36,Victualling Crew,,Belfast,First class saloon steward,
"MCMURRAY, Mr William",44,Victualling Crew,,Belfast,1st Class Bedroom Steward,
"MCNAMEE, Mr Neal",27,3rd Class Passenger,376566,Southampton,Provision Manager,
,,,£16 2s,,,
"MCNAMEE, Mrs Eileen",19,3rd Class Passenger,376566,Southampton,,[53]
,,,£16 2s,,,
"MCNEILL, Miss Bridget",32,3rd Class Passenger,370368,Queenstown,,
,,,£7 15s,,,
"MCQUILLAN, Mr William",26,Engineering Crew,,Belfast,Fireman,[183]
"MCRAE, Mr William Alexander",32,Engineering Crew,,Southampton,Fireman,
"MCREYNOLDS, Mr William Thomas Carson",22,Engineering Crew,,Belfast,Junior 6th. Engineer,
"MEANWELL, Mrs Marian",62,3rd Class Passenger,392087,Southampton,Milliner,
,,,£8 1s,,,
"MEEHAN, Mr John",22,3rd Class Passenger,3130,Queenstown,General Labourer,
,,,£7 15s,,,
"MEEK, Mrs Annie Louisa",32,3rd Class Passenger,343095,Southampton,,
,,,£8 1s,,,
"MEISNERE, Mr Simon",34,3rd Class Passenger,2816,Southampton,Tailor,
,,,£8 1s,,,
"MELLOR, Mr Arthur",34,Victualling Crew,,Southampton,Saloon Steward,
"MEO (MARTINO), MrAlfonzo",48,3rd Class Passenger,11206,Southampton,Musician,[201]
,,,£8 1s,,,
"MERNAGH, Mr Robert",28,3rd Class Passenger,368703,Queenstown,Farm Labourer,
,,,£7 15s,,,
"MEYER, Mr August",31,2nd Class Passenger,248723,Southampton,Baker,
,,,£13,,,
"MEYER, Mr Edgar Joseph",28,1st Class Passenger,17604,Cherbourg,Mechanical Engineer,
,,,£82 3s 5d,,,
"MIDDLETON, Mr Alfred Pirrie",27,Engineering Crew,,Belfast,Assistant Electrician,
"MIDDLETON, Mr Mark Victor",24,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"MIHOFF, Mr Stoytcho",28,3rd Class Passenger,349207,Southampton,General Labourer,
,,,£7 17s 11d,,,
"MILES, Mr Frank",23,3rd Class Passenger,359306,Southampton,Engineer,
,,,£8 1s,,,
"MILFORD, Mr George",28,Engineering Crew,,Southampton,Fireman,
"MILLAR, Mr Robert",26,Engineering Crew,,Belfast,Extra 5th Engineer,
"MILLAR, Mr Thomas",32,Engineering Crew,,Belfast,Deck Engineer,
"MILLET, Mr Francis Davis",65,1st Class Passenger,13509,Cherbourg,Artist,[249]
,,,£26 11s,,,
"MILLING, Mr Jacob Christian",48,2nd Class Passenger,234360,Southampton,Machine Inspector,[271]
,,,£13,,,
"MINAHAN, Dr William Edward",44,1st Class Passenger,19928,Queenstown,Merchant,[230]
,,,£90,,,
"MINEFF, Mr Ivan",24,3rd Class Passenger,349233,Southampton,General Labourer,
,,,£7 17s 11d,,,
"MINKOFF, Mr Lazar",21,3rd Class Passenger,349211,Southampton,General Labourer,
,,,£7 17s 11d,,,
"MINTRAM, Mr William",46,Engineering Crew,,Southampton,Fireman,
"MISH'ALĀNĪ, Mr Ibrāhīm Mansūr",53,Victualling Crew,,Belfast,Printer Steward,
"MITCHELL, Mr Lorenzo Horace",19,Engineering Crew,,Southampton,Trimmer,
"MITCHELL, Mr Henry Michael",71,2nd Class Passenger,24580,Southampton,Retired,
,,,£10 10s,,,
"MITKOFF, Mr Mito",23,3rd Class Passenger,349221,Southampton,General Labourer,
,,,£7 17s 11d,,,
"MOEN, Mr Sigurd Hansen",27,3rd Class Passenger,348123,Southampton,Carpenter / Joiner,[309]
,,,£7 13s,,,
"MOLSON, Mr Harry Markland",55,1st Class Passenger,113787,Southampton,Businessman,
,,,£30 10s,,,
"MONRÓS, Sr. Joan Javier",20,Restaurant Staff,,Southampton,Assistant Waiter,[27]
"MONTEVERDI, Sig.Giovanni",23,Restaurant Staff,,Southampton,Cook,
"MONTVILA, Fr Juozas",27,2nd Class Passenger,211536,Southampton,Priest / Minister,
,,,£13,,,
"MOODY, Mr James Paul",24,Deck Crew,,Belfast,6th. Officer,
,,Titanic Officers,,,,
"MOORE, Mr Alfred Ernest",38,Victualling Crew,,Southampton,"Saloon Steward, 2nd Class",
"MOORE, Mr Clarence",47,1st Class Passenger,113796,Southampton,Businessman,
,,,£42 8s,,,
"MOORE, Mr Ralph",22,Engineering Crew,,Southampton,Trimmer,
"MOORE, Mr Leonard Charles",19,3rd Class Passenger,54510,Southampton,Bricklayer,
,,,£8 1s,,,
"MOORES, Mr Richard Henry",44,Engineering Crew,,Southampton,Greaser,
"MORAN, Mr Daniel J.",28,3rd Class Passenger,371110,Queenstown,Police Officer,
,,,£24 3s,,,
"MORAWECK, Dr Ernest",54,2nd Class Passenger,29011,Southampton,Doctor,
,,,£14,,,
"MORGAN, Mr Arthur Herbert",27,Engineering Crew,,Southampton,Trimmer,
"MORGAN, Mr Thomas A.",26,Engineering Crew,,Southampton,Fireman,[302]
"MORGAN (BIRD), MrCharles Frederick",44,Victualling Crew,,Southampton,Storekeeper (1st Class),
"MORLEY, Mr William",34,3rd Class Passenger,364506,Southampton,Carpenter / Joiner,
,,,£8 1s,,,
"MORLEY, Mr Henry Samuel",38,2nd Class Passenger,250655,Southampton,Confectioner,
,,,£26,,,
"MORRIS, Mr William Edward",23,Engineering Crew,,Southampton,Trimmer,
"MORROW, Mr Thomas Rowan",31,3rd Class Passenger,372622,Queenstown,General Labourer,
,,,£7 15s,,,
"MOSS, Mr William",35,Victualling Crew,,Belfast,1st Class Saloon Steward,
"MOUTAL, Mr Rahamin Haim",28,3rd Class Passenger,374746,Southampton,Traveller,
,,,£8 1s,,,
"MOYES, Mr William Young",24,Engineering Crew,,Belfast,Senior 6th. Engineer,
"MUDD, Mr Thomas Cupper",16,2nd Class Passenger,S.O./P.P 3,Southampton,,
,,,£10 10s,,,
"MÜLLER, Mr Ludwig",37,Victualling Crew,,Southampton,Interpreter Steward (3rd Class),
"MULLIN, Miss Mary",18,3rd Class Passenger,370371,Queenstown,,
,,,£15 10s,,,
"MULLIN, Mr Thomas",20,Victualling Crew,,Southampton,3rd Class Steward,[323]
"MURDLIN, Mr Joseph",22,3rd Class Passenger,3235,Southampton,Chemist,
,,,£8 1s,,,
"MURDOCH, Mr William McMaster",39,Deck Crew,,Belfast,1st. Officer,
,,Titanic Officers,,,,
"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",18,3rd Class Passenger,347078,Southampton,Clerk,
,,,£7 15s,,,
"MYLES, Mr Thomas Francis",63,2nd Class Passenger,240276,Queenstown,Gentleman,
,,,£9 13s 9d,,,
"NAIDENOFF, Mr Penko",22,3rd Class Passenger,349206,Southampton,General Labourer,
,,,£7 17s 11d,,,
"NAKHLI, Mr Toufik",17,3rd Class Passenger,2641,Cherbourg,,
,,,£7 4s 7d,,,
"NANCARROW, Mr William Henry",36,3rd Class Passenger,3338,Southampton,Mason,
,,,£8 1s,,,
"NANKOFF, Mr Minko",32,3rd Class Passenger,349218,Southampton,General Labourer,
,,,£7 17s 11d,,,
"NANNINI, Sig. Francesco Luigi Arcangelo",42,Restaurant Staff,,Southampton,Head Waiter (Restaurant),
"NASR 'ALMĀ, Mr Mustafà",20,3rd Class Passenger,2652,Cherbourg,Farm Labourer,
,,,£7 4s 7d,,,
"NAṢR ALLĀH, Mr Niqūlā Khalīl",29,2nd Class Passenger,237736,Cherbourg,,[43]
,,,£30 1s 5d,,,
"NASR-RIZQ, Mr Su'ādah Ḥannā",20,3rd Class Passenger,2676,Cherbourg,,
,,,£7 4s 6d,,,
"NATSCH, Mr Charles",36,1st Class Passenger,17596,Cherbourg,,
,,,£29 14s,,,
"NAUGHTON, MissHannah",21,3rd Class Passenger,365237,Queenstown,Teacher,
,,,£7 15s,,,
"NAVRATIL, Mr Michel",31,2nd Class Passenger,230080,Southampton,,[15]
,,,£26,,,
"NENKOV, Mr Hristo",22,3rd Class Passenger,349234,Southampton,General Labourer,
,,,£7 17s 11d,,,
"NESSON, Mr Israel",26,2nd Class Passenger,244368,Southampton,Electrician,
,,,£13,,,
"NETTLETON, Mr George Walter",30,Engineering Crew,,Southampton,Fireman,
"NEWELL, Mr Arthur Webster",58,1st Class Passenger,35273,Cherbourg,,[122]
,,,£113 5s 6d,,,
"NEWMAN, Mr Charles Thomas",32,Engineering Crew,,Southampton,Assistant Storekeeper,
"NICHOLLS, Mr Joseph Charles",19,2nd Class Passenger,33112,Southampton,Miner,[101]
,,,£36 15s,,,
"NICHOLLS, Mr Sidney",39,Victualling Crew,,Southampton,Saloon Steward,
"NICHOLS, Mr Albert William Stanley",47,Deck Crew,,Belfast,Boatswain,
"NICHOLS, Mr Arthur",45,Victualling Crew,,Southampton,Steward,
"NICHOLSON, Mr Arthur Ernest",59,1st Class Passenger,693,Southampton,,[263]
,,,£26,,,
"NIEMINEN, Miss Manta Josefina",29,3rd Class Passenger,3101297,Southampton,Servant,
,,,£7 18s 6d,,,
"NIKLASSON, Mr Samuel",28,3rd Class Passenger,363611,Southampton,General Labourer,
,,,£8 1s,,,
"NILSSON, Mr August Ferdinand",21,3rd Class Passenger,350410,Southampton,General Labourer,
,,,£7 17s 1d,,,
"NIVEN, Mr John Brown",30,Engineering Crew,,Southampton,Fireman,
"NOFAL, Mr Mansouer",20,3rd Class Passenger,2697,Cherbourg,Journalist,[181]
,,,£7 4s 7d,,,
"NOON, Mr John Thomas",42,Engineering Crew,,Southampton,Fireman,
"NORMAN, Mr Robert Douglas",27,2nd Class Passenger,218629,Southampton,Electrical Engineer,[287]
,,,£13 10s,,,
"NORRIS, Mr James",22,Engineering Crew,,Southampton,Fireman,
"NOSS, Mr Bertram Arthur",20,Engineering Crew,,Southampton,Fireman,
"NOSWORTHY, Mr Richard Cater",21,3rd Class Passenger,39886,Southampton,Farm Labourer,
,,,£7 16s,,,
"NYSVEEN, Mr Johannes Hansen",60,3rd Class Passenger,345364,Southampton,Farmer,
,,,£6 4s 9d,,,
"O'BRIEN, Mr Denis",22,3rd Class Passenger,330979,Queenstown,Postal Clerk / Postman,
,,,£7 16s 7d,,,
"O'BRIEN, Mr Thomas",26,3rd Class Passenger,370365,Queenstown,Farm Labourer,
,,,£15 10s,,,
"O'CONNELL, Mr Patrick Denis",18,3rd Class Passenger,334912,Queenstown,General Labourer,
,,,£7 14s 8d,,,
"O'CONNOR, Mr Maurice",15,3rd Class Passenger,371060,Queenstown,General Labourer,
,,,£7 15s,,,
"O'CONNOR, Mr Thomas Peter",44,Victualling Crew,,Belfast,1st Class Bedroom Steward,
"O'CONNOR, Mr Patrick",23,3rd Class Passenger,366713,Queenstown,Farmer,
,,,£7 15s,,,
"O'KEEFE, Mr Arthur",44,3rd Class Passenger,323592,Southampton,Farmer,A[332]
,,,£7 5s,,,
"O'LOUGHLIN, Dr William Francis Norman",63,Deck Crew,,Belfast,Surgeon,
"O'SULLIVAN, Miss Bridget Mary",21,3rd Class Passenger,330909,Queenstown,,
,,,£7 12s 7d,,,
"ÖDAHL, Mr Nils Martin",23,3rd Class Passenger,7267,Southampton,General Labourer,
,,,£9 4s 6d,,,
"OLIVE, Mr Ernest Roskelly",27,Victualling Crew,,Southampton,Clothes Presser Steward (1st class),
"OLIVE, Mr Charles",31,Engineering Crew,,Southampton,Greaser,
"OLSEN, Mr Karl Siegwart Andreas",42,3rd Class Passenger,4579,Southampton,Engineer,
,,,£8 8s 1d,,,
"OLSEN, Mr Henry Margido",28,3rd Class Passenger,4001,Southampton,Engineer,[173]
,,,£22 10s 6d,,,
"OLSEN, Mr Ole Martin",27,3rd Class Passenger,265302,Southampton,General Labourer,
,,,£7 6s 3d,,,
"OLSSON, Mr Nils Johan Göransson",28,3rd Class Passenger,347464,Southampton,,
,,,£7 17s 1d,,,
"OLSSON, Miss Elina",31,3rd Class Passenger,350407,Southampton,,
,,,£7 17s 1d,,,
"OLSVIGEN, Mr Thor Anderson",20,3rd Class Passenger,6563,Southampton,Salesman,[89]
,,,£9 4s 6d,,,
"OREŠKOVIĆ, Mr Luka",20,3rd Class Passenger,315094,Southampton,Farmer,
,,,£8 13s 3d,,,
"OREŠKOVIĆ, Miss Jelka",30,3rd Class Passenger,315085,Southampton,Farmer,
,,,£8 13s 3d,,,
"OREŠKOVIĆ, Miss Marija",19,3rd Class Passenger,315096,Southampton,Farm Labourer,
,,,£8 13s 3d,,,
"ORPET, Mr Walter Hayward",31,Victualling Crew,,Southampton,Saloon Steward,
"ORR, Mr James",39,Victualling Crew,,Southampton,Assistant Vegetable Cook,
"OSBORNE, Mr William Edward",33,Victualling Crew,,Belfast,Saloon Steward,
"OSÉN, Mr Olaf Elon",16,3rd Class Passenger,7534,Southampton,Farm Labourer,
,,,£9 4s 4d,,,
"OTTER, Mr Richard",38,2nd Class Passenger,28213,Southampton,Stone Cutter,
,,,£13,,,
"OVIÉS Y RODRÍGUEZ, MrServando José Florentino",36,1st Class Passenger,17562,Cherbourg,Merchant,[189]
,,,£27 14s 5d,,,
"OWEN, Mr Lewis",49,Victualling Crew,,Southampton,"Assistant Saloon Steward, 2nd Class",
"PACEY, Mr Reginald lvan",17,Victualling Crew,,Southampton,Lift Steward,
"PACHERA, Sig. Jean Baptiste Stanislas",19,Restaurant Staff,,Southampton,Assistant Larder Cook,
"PAICE, Mr Richard Charles John",32,Engineering Crew,,Southampton,Fireman,
"PAIN, Dr Alfred",23,2nd Class Passenger,244278,Southampton,Doctor,
,,,£10 10s,,,
"PAINTER, Mr Charles",32,Engineering Crew,,Southampton,Fireman,
"PAINTER, Mr Frank",29,Engineering Crew,,Southampton,Fireman,
"PAINTIN, Mr James Arthur",29,Victualling Crew,,Southampton,Captain's Steward (Tiger),
"PALLES, Mr Thomas Henry Michael",45,Engineering Crew,,Belfast,Greaser,
"PÅLSSON, Miss Torborg Danira",8,3rd Class Passenger,349909,Southampton,,
,,,£21 1s 6d,,,
"PÅLSSON, Master Paul Folke",6,3rd Class Passenger,349909,Southampton,,
,,,£21 1s 6d,,,
"PÅLSSON, Mrs Alma Cornelia",29,3rd Class Passenger,349909,Southampton,Housewife,[206]
,,,£21 1s 6d,,,
"PÅLSSON, Miss Stina Viola",3,3rd Class Passenger,349909,Southampton,,
,,,£21 1s 6d,,,
"PÅLSSON, Master Gösta Leonard",2,3rd Class Passenger,349909,Southampton,,
,,,£21 1s 6d,,,
"PANULA, Master Juha Niilo",7,3rd Class Passenger,3101295,Southampton,,
,,,£39 13s 9d,,,
"PANULA, Mrs Maija Emelia Abrahamintytar",41,3rd Class Passenger,3101295,Southampton,,
,,,£39 13s 9d,,,
"PANULA, Master Urho Abraham",2,3rd Class Passenger,3101295,Southampton,,
,,,£39 13s 9d,,,
"PANULA, Master Jaako Arnold",15,3rd Class Passenger,3101295,Southampton,General Labourer,
,,,£39 13s 9d,,,
"PANULA, Master Eino Viljam",1,3rd Class Passenger,3101295,Southampton,,
,,,£39 13s 9d,,,
"PANULA, Mr Ernesti Arvid",16,3rd Class Passenger,3101295,Southampton,General Labourer,
,,,£39 13s 9d,,,
"PARKER, Mr Clifford Richard",17,2nd Class Passenger,14888,Southampton,Clerk,
,,,£10 10s,,,
"PARKES, Mr Francis",21,2nd Class Passenger,239853,Belfast,Plumber,
,,H&W Guarantee Group,,,,
"PARR, Mr William Henry Marsh",29,1st Class Passenger,112052,Belfast,Electrician,
,,H&W Guarantee Group,,,,
"PARSONS, Mr Frank Alfred",26,Engineering Crew,,Belfast,Senior 5th. Engineer,
"PARSONS, Mr Edward",37,Victualling Crew,,Southampton,Chief Storekeeper (1st Class),
"PARSONS, Mr Richard Henry",18,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"PARTNER, Mr Austin",40,1st Class Passenger,113043,Southampton,Stockbroker,[166]
,,,£28 10s,,,
"PASIC, Mr Jakob",21,3rd Class Passenger,315097,Southampton,Farmer,
,,,£8 13s 3d,,,
"PATCHETT, Mr George",18,3rd Class Passenger,358585,Southampton,Shoemaker,
,,,£14 10s,,,
"PAVLOVIĆ, Mr Stefo",32,3rd Class Passenger,349242,Southampton,General Labourer,
,,,£7 17s 11d,,,
"PAYNE, Mr Vivian Ponsonby",23,1st Class Passenger,12749,Southampton,Clerk,
,,Servant,£93 10s,,,
"PEACOCK, Mrs Edith",26,3rd Class Passenger,3101315,Southampton,,
,,,£13 15s 6d,,,
"PEACOCK, Master Albert Edward",7m,3rd Class Passenger,3101315,Southampton,,
,,,£13 15s 6d,,,
"PEACOCK, Miss Treasteall",4,3rd Class Passenger,3101315,Southampton,,
,,,£13 15s 6d,,,
"PEARCE, Mr Ernest",31,3rd Class Passenger,343271,Southampton,Farmer,
,,,£7,,,
"PEARCE, Mr Alfred Ernest",24,Victualling Crew,,Southampton,Steward,
"PEARS, Mr Thomas Clinton",29,1st Class Passenger,113776,Southampton,Of Independent Means,
,,,£66 12s,,,
"PEDERSEN, Mr Olaf",28,3rd Class Passenger,345498,Southampton,General Labourer,
,,,£7 15s 6d,,,
"PEDRINI, Sig. Alessandro",21,Restaurant Staff,,Southampton,Assistant Waiter,[104]
"PEDUZZI, Mr Joseph",24,3rd Class Passenger,2817,Southampton,Waiter,
,,,£8 1s,,,
"PEKONIEMI, Mr Edvard",21,3rd Class Passenger,3101294,Southampton,General Labourer,
,,,£7 18s 6d,,,
"PELTOMÄKI, Mr Nikolai Johannes",25,3rd Class Passenger,3101291,Southampton,General Labourer,
,,,£7 18s 6d,,,
"PEÑASCO Y CASTELLANA, Mr Victor",24,1st Class Passenger,17758,Cherbourg,Of Independent Means,
,,,£108 18s,,,
"PENGELLY, Mr Frederick William",19,2nd Class Passenger,28665,Southampton,Miner,
,,,£10 10s,,,
"PENNAL, Mr Thomas Frederick Cohen",34,Victualling Crew,,Southampton,Bathroom Steward (1st Class),
"PENNY, Mr William Farr",31,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd Class),
"PENROSE, Mr John Poole",49,Victualling Crew,,Belfast,Bedroom Steward (1st Class),
"PERACCHIO, Sig.Sebastiano",17,Restaurant Staff,,Southampton,Assistant Waiter,
"PERACCHIO, Sig. Alberto",20,Restaurant Staff,,Southampton,Assistant Waiter,
"PERKIN, Mr John Henry",23,3rd Class Passenger,21174,Southampton,Farmer,
,,,£7 5s,,,
"PERKINS, Mr Laurence Alexander",22,Victualling Crew,,Southampton,Telephone Operator Steward,
"PERNOT, Mr René",39,2nd Class Passenger,2131,Cherbourg,Chauffeur,
,,Servant,£15 1s,,,
"PEROTTI, Sig. Alfonso",20,Restaurant Staff,,Southampton,Assistant Waiter,
"PERREN, Mr William Charles",47,Victualling Crew,,Southampton,Boots Steward (2nd class),
"PERRITON, Mr Hubert Prouse",32,Victualling Crew,,Southampton,Saloon Steward (1st class),
"PERRY, Mr Henry Frederick",23,Engineering Crew,,Southampton,Trimmer,
"PERUSCHITZ, Fr Josef",41,2nd Class Passenger,237393,Southampton,Priest / Minister,
,,,£13,,,
"PETERANEC KRAMARIĆ, Miss Mathilda",28,3rd Class Passenger,349245,Southampton,Servant,
,,,£7 17s 11d,,,
"PETERS, Miss Catherine",27,3rd Class Passenger,330935,Queenstown,,
,,,£8 2s 9d,,,
"PETERSEN, Mr Marius",24,3rd Class Passenger,342441,Southampton,Dairy Worker,
,,,£8 1s,,,
"PETROFF, Mr Pastcho",29,3rd Class Passenger,349215,Southampton,General Labourer,
,,,£7 17s 11d,,,
"PETROFF, Mr Nedialco",19,3rd Class Passenger,349212,Southampton,General Labourer,
,,,£7 17s 11d,,,
"PETTERSSON, Mr Johan Emil",25,3rd Class Passenger,347076,Southampton,General Labourer,
,,,£7 15s 6d,,,
"PETTERSSON, Miss Elin Natalia",18,3rd Class Passenger,347087,Southampton,,
,,,£7 15s 6d,,,
"PETTY, Mr Edwin Henry",25,Victualling Crew,,Southampton,Bedroom Steward (2nd class),[82]
"PHILLIPS, Mr Escott Robert",43,2nd Class Passenger,2,Southampton,,
,,,£21,,,
"PHILLIPS, Mr John George",25,Victualling Crew,,Belfast,Telegraphist,
